name,ts,r95,eflux100,glat,glon,nbb,delta,variability,pindex,curvature,singlat,category,uwname
4FGL J1421.1-1120,181.027,0.0458051,3.19976e-12,45.811,335.372,7,0.0111298,39.7514,2.22121,0.187953,0.717045,bcu,J1421.1-1120
4FGL J1421.1+3859,73.6325,0.0766866,9.74572e-13,67.8638,71.0442,3,0.00754055,38.7731,1.04663,0.53577,0.926291,fsrq,J1421.1+3900
4FGL J1421.4-1655,59.6938,0.0389722,1.46534e-12,40.8178,331.897,3,0.0196834,9.58243,1.84508,0.0678461,0.653655,unid,J1421.5-1655
4FGL J1421.6-4819,178.753,0.0615541,6.41195e-12,12.3275,320.036,3,2.00796,17.7975,2.39071,0.0489644,0.2135,bcu,J1431.4-4711
4FGL J1422.3-6059,51.1223,0.127953,6.00345e-12,-0.0346818,313.685,1,0.0524326,16.7713,2.62915,0.500758,-0.000605312,unid,J1421.9-6100
4FGL J1422.5-6137,3889.04,0.013309,5.1695e-11,-0.643367,313.527,1,0.00537796,10.4033,1,0.468886,-0.0112286,psr,J1422.4-6137
4FGL J1422.5+3223,19686.4,0.0114274,4.796e-11,69.5834,53.343,60,0.000677747,9982.74,2.19559,0.037321,0.937181,fsrq,J1422.5+3223
4FGL J1422.6+5801,272.437,0.0221444,2.15359e-12,55.2083,101.842,1,0.00499726,10.7617,1.6071,0.14041,0.821232,bll,J1422.6+5801
4FGL J1422.6+8150,52.3768,0.072923,6.32671e-13,34.5702,119.137,4,0.0385545,5.28675,2.22917,0.501522,0.567415,bcu,J1422.1+8152
4FGL J1423.1+3738,546.574,0.0241196,3.75577e-12,68.0418,67.2937,5,0.00900284,248.418,1.99212,0.141796,0.927457,bll,J1423.2+3738
4FGL J1423.3-5655,51.5391,0.172494,4.867e-12,3.67566,314.937,1,0.323702,13.2064,1.78515,0.427215,0.0641083,other,J1421.2-5705
4FGL J1423.5+4524,73.2256,0.0503017,1.04557e-12,64.1246,83.8729,2,0.0293017,16.4881,2.0404,0.102507,0.899746,bcu,J1423.6+4523
4FGL J1423.6-7829,554.587,0.0323345,6.64499e-12,-16.4593,307.608,16,3.22483e-05,270.663,2.35304,0.167196,-0.283335,fsrq,J1423.6-7829
4FGL J1423.7-4458,27.012,0.0882014,1.42997e-12,14.8888,319.594,6,0.00975958,15.8287,2.32797,0.108755,0.256944,unid,J1423.6-4458
4FGL J1424.1-1750,101.03,0.0455875,2.41666e-12,39.7142,332.086,3,0.0150976,36.399,1.91444,0.0637604,0.638958,bll,J1424.1-1751
4FGL J1424.1+2917,39.6584,0.279364,1.51784e-12,70.785,37.5797,3,2.65645,16.3728,2.67177,0.461791,0.94429,bll,J1417.8+2701
4FGL J1424.2+0433,774.329,0.0259606,7.25954e-12,58.4117,351.447,7,0.00986547,231.558,2.10445,0.0751886,0.851834,bll,J1424.1+0433
4FGL J1424.2-6111,26.4886,0.247179,4.90197e-12,-0.291328,314.023,1,0.149792,9.27807,1,0.682549,-0.00508461,unid,J1425.3-6107
4FGL J1424.5+3433,48.3784,0.0564485,7.23838e-13,68.7547,59.1132,1,0.0120792,10.0702,1.5392,0.497133,0.932037,bll,J1424.4+3433
4FGL J1424.5+3705,46.602,0.0527883,7.00393e-13,67.9648,65.6519,1,0.0211473,9.13761,1.50226,0.321529,0.926954,bll,J1424.6+3705
4FGL J1424.6+1447,171.319,0.0278173,2.55303e-12,65.0883,8.07377,2,0.0511742,51.9868,1.95446,0.0846694,0.906958,bll,J1424.5+1449
4FGL J1424.8+4910,52.0223,0.0582826,5.93112e-13,59.9076,90.1613,3,1.64485,17.9554,1.91904,0.499513,0.865218,unid,J1432.0+5019
4FGL J1424.8-6536,84.772,0.144076,4.16941e-12,-4.52261,312.28,2,0.112232,13.6065,2.68282,0.474608,-0.0788525,unid,J1424.1-6541
4FGL J1424.8-8012,58.9004,0.098594,1.00117e-12,-18.0598,306.973,3,0.0337617,13.0093,2.09171,1.00012,-0.31001,unid,J1424.1-8011
4FGL J1424.8-6808,1185.88,0.0238278,1.8851e-11,-6.83812,311.488,22,0.00999779,146.954,2.50354,0.101807,-0.119065,bcu,J1424.9-6808
4FGL J1425.0+3615,897.701,0.0188216,6.21617e-12,68.1799,63.486,4,0.00586348,9.15888,1.70142,0.128889,0.928356,bll,J1424.9+3615
4FGL J1425.4-0119,42.7573,0.0530274,8.11256e-13,53.6471,345.179,1,0.00713703,27.0363,1.80227,0.344908,0.805382,bll,J1425.4-0120
4FGL J1425.8+1423,69.2491,0.138904,2.73013e-12,64.5974,7.61022,4,0.0107001,22.1234,2.71579,-0.0159078,0.903316,fsrq,J1425.8+1423
4FGL J1426.1+3403,403.319,0.0264579,3.77258e-12,68.5335,57.5489,17,0.00597775,30.67,2.05618,0.0497599,0.930632,bll,J1426.1+3403
4FGL J1426.4+3625,180.124,0.0980799,3.99156e-12,67.8123,63.6384,11,0.0333752,15.6731,2.95466,0.072228,0.925952,fsrq,J1426.6+3625
4FGL J1427.0+2348,36279.9,0.00890441,1.07951e-10,68.2035,29.4942,13,0.000826177,689.508,1.74651,0.0535288,0.928509,bll,J1427.0+2348
4FGL J1427.4-1823,178.345,0.0354372,3.0269e-12,38.8894,332.659,2,0.0192826,12.4395,1.92051,0.109751,0.627819,bcu,J1427.4-1822
4FGL J1427.6-3305,1952.72,0.0195705,1.51937e-11,25.5891,325.182,22,0.00306538,347.882,2.27188,0.0939222,0.431914,bll,J1427.6-3305
4FGL J1427.7-3215,265.54,0.0274547,4.63405e-12,26.3451,325.587,8,0.00175431,57.4621,2.06079,0.0213892,0.443777,bll,J1427.7-3215
4FGL J1427.8-6051,437.177,0.0367042,3.7088e-11,-0.149226,314.394,1,0.00735565,8.10894,2.55494,0.0648371,-0.00260448,unid,J1427.7-6051
4FGL J1427.9-4206,183529,0.0085198,3.25996e-10,17.2704,321.447,108,0.00199332,17461.4,2.1334,0.0930467,0.296882,fsrq,J1427.9-4206
4FGL J1428.0-6026,163.318,0.0817414,1.63726e-11,0.206833,314.618,1,0.0398375,7.56468,1.39675,0.536647,0.0036099,unid,J1428.4-6026
4FGL J1428.1+1629,174.72,0.0683678,3.84253e-12,65.2248,12.5089,6,0.00943627,28.7429,2.55995,0.0373127,0.907959,bcu,J1428.1+1629
4FGL J1428.3+5635,104.751,0.168573,2.86145e-12,55.7502,99.0298,4,0.136688,17.9147,3,-0.0562332,0.826591,fsrq,J1429.3+5635
4FGL J1428.4+0538,774.329,0.0259606,7.25954e-12,58.4117,351.447,7,1.51526,11.5318,2.10445,0.0751886,0.851834,unid,J1424.1+0433
4FGL J1428.5+4240,1248.14,0.0135983,8.23067e-12,64.906,77.5165,2,0.00731527,23.0378,1.58747,0.0395314,0.905613,bll,J1428.4+4240
4FGL J1428.6+0705,50.2201,0.0762597,2.12974e-12,60.2567,352.23,1,2.25054,9.68164,2.56085,-0.0589276,0.868257,unid,J1420.3+0611
4FGL J1428.7-1017,62.6884,0.0401351,1.35844e-12,45.7608,338.482,4,0.0156047,11.4904,1.55843,0.262117,0.716433,bcu,J1428.8-1016
4FGL J1428.8+7429,82.0854,0.0464092,1.68312e-12,41.0266,114.556,2,0.0227904,18.8031,2.24809,-0.100026,0.65641,bcu,J1428.4+7429
4FGL J1428.9+5406,62.6343,0.0827287,1.28184e-12,57.6942,96.1936,3,0.0889651,30.6268,2.36434,0.133086,0.845208,fsrq,J1428.3+5406
4FGL J1429.8-3058,29.865,0.0648019,9.54923e-13,27.3119,326.627,4,0.0279999,12.3588,1.80479,0.0971012,0.458835,bcu,J1429.8-3059
4FGL J1429.8-0739,88.2881,0.0745679,1.38324e-12,47.884,340.886,2,0.0435921,9.72675,2.11142,0.634872,0.741789,unid,J1429.7-0736
4FGL J1429.9-5911,8918.68,0.0137632,1.04065e-10,1.30688,315.266,1,0.00553487,11.2282,1.62628,0.218993,0.0228074,psr,J1429.9-5911
4FGL J1430.5+3647,37.9118,0.0846337,6.82945e-13,66.9568,64.0034,2,0.0336698,26.851,2.14821,0.220952,0.92021,fsrq,J1430.4+3649
4FGL J1430.6+1543,174.72,0.0683678,3.84253e-12,65.2248,12.5089,6,0.968776,26.8879,2.55995,0.0373127,0.907959,unid,J1428.1+1629
4FGL J1430.9-6024,88.196,0.26261,1.09118e-11,0.111111,315.017,1,0.094612,8.00811,1.63512,0.635804,0.00193925,unid,J1431.7-6023
4FGL J1431.0-4432,65.4805,0.0553966,1.45753e-12,14.8302,321.039,2,0.0357049,19.5873,2.08736,0.426151,0.255956,unid,J1431.1-4430
4FGL J1431.0-4458,83.9011,0.0744257,4.05284e-12,14.3888,320.844,13,0.00996956,32.1407,2.57076,0.0804619,0.248501,bll,J1431.0-4459
4FGL J1431.1-3120,353.263,0.0254852,5.31679e-12,26.8823,326.746,4,0.0111543,92.7155,1.99092,0.0268728,0.45216,bll,J1431.1-3120
4FGL J1431.4-4711,178.753,0.0615541,6.41195e-12,12.3275,320.036,3,0.00112568,12.4697,2.39071,0.0489644,0.2135,psr,J1431.4-4711
4FGL J1431.5-6627,88.3755,0.105816,4.83705e-12,-5.5306,312.701,1,0.0218374,6.03562,2.6248,0.150588,-0.0963774,unid,J1431.6-6629
4FGL J1432.1+5020,52.0223,0.0582826,5.93112e-13,59.9076,90.1613,3,0.0189843,17.8202,1.91904,0.499513,0.865218,unid,J1432.0+5019
4FGL J1432.2+5051,53.7777,0.0439427,8.77617e-13,59.4862,91.0266,3,0.0772335,28.6272,1.98396,0.105492,0.861507,bcu,J1432.2+5056
4FGL J1432.8+7648,92.443,0.0676239,1.60642e-12,38.9365,115.712,1,0.0679813,13.6748,2.13099,0.000640535,0.628458,bcu,J1432.3+7644
4FGL J1433.0-1801,150.865,0.0772453,4.14198e-12,38.5743,334.38,8,0.00593725,139.327,2.53573,0.185076,0.623529,fsrq,J1433.0-1800
4FGL J1433.5-5457,86.0803,0.0784414,3.99798e-12,5.03684,317.323,1,0.00886548,9.22495,2.65176,0.363337,0.0877963,other,J1433.6-5457
4FGL J1433.7-7304,45.811,0.0478771,1.10352e-12,-11.6946,310.311,1,0.0103456,16.8573,1.2992,0.999984,-0.202696,bll,J1433.8-7304
4FGL J1433.8-6357,54.0778,0.113921,1.91527e-12,-3.30337,313.858,1,0.0284686,15.6569,2.3018,1.00016,-0.0576228,unid,J1433.6-6359
4FGL J1434.1-4931,25.628,0.108106,1.74087e-12,10.0102,319.532,2,3.29892e-05,8.259,2.43764,0.144753,0.173824,unid,J1434.1-4931
4FGL J1434.2+4204,458.442,0.0412876,5.25804e-12,64.2896,75.0701,7,0.0199973,79.4876,2.57629,-0.0255182,0.900999,fsrq,J1434.1+4203
4FGL J1434.5+5428,188.35,0.144862,3.70564e-12,56.8008,95.4674,4,5.82585e-05,92.4434,3,0.1918,0.836772,bcu,J1434.5+5429
4FGL J1434.7+1950,3371.53,0.0191496,1.8603e-11,65.2798,21.378,41,0.0113429,635.584,2.33473,0.0957982,0.908361,fsrq,J1434.7+1951
4FGL J1434.8+6640,109.561,0.0322907,1.06606e-12,47.3664,108.185,1,0.0185178,20.3298,1.64975,0.123775,0.7357,bll,J1434.7+6641
4FGL J1435.3+7120,27.2899,0.15059,3.90518e-13,43.5002,111.835,3,0.0415438,21.3706,2.18005,0.826066,0.688357,bcu,J1434.8+7119
4FGL J1435.4+3338,403.319,0.0264579,3.77258e-12,68.5335,57.5489,17,1.96925,13.2381,2.05618,0.0497599,0.930632,unid,J1426.1+3403
4FGL J1435.5+2021,211.259,0.0332844,3.38573e-12,65.3004,22.6924,15,0.011835,10.9759,2.12672,0.0858783,0.908511,bcu,J1435.5+2022
4FGL J1435.7+6148,31.0406,0.100518,7.12982e-13,51.1558,103.603,1,0.0676825,12.312,2.03959,0.0545172,0.778854,bcu,J1435.9+6152
4FGL J1435.8-6018,88.196,0.26261,1.09118e-11,0.111111,315.017,1,0.51852,6.62614,1.63512,0.635804,0.00193925,other,J1431.7-6023
4FGL J1435.9-8348,377.461,0.0431553,7.12299e-12,-21.6811,305.888,11,0.150149,222.165,2.5191,0.0635871,-0.36944,bcu,J1439.1-8355
4FGL J1436.4+3900,49.6922,0.0448691,8.92321e-13,65.103,68.159,2,0.0309191,11.1949,1.87457,0.0622401,0.907066,unid,J1436.5+3901
4FGL J1436.9+2321,181.747,0.0469157,2.1796e-12,65.9058,29.8208,4,0.00481137,25.9236,2.18391,0.321429,0.912875,fsrq,J1436.8+2321
4FGL J1436.9+5638,867.168,0.0180207,5.33044e-12,55.0131,97.7248,3,0.00245572,29.1142,1.78113,0.0753368,0.819283,bll,J1436.9+5638
4FGL J1437.3-3239,59.7185,0.152599,2.6449e-12,25.0656,327.41,3,0.0673511,49.0723,2.75394,0.246945,0.423655,bcu,J1437.4-3243
4FGL J1437.6-5616,25.1893,0.128097,3.25647e-12,4.6082,316.778,1,1.15152,13.3096,2.51478,0.0494384,0.0803416,unid,J1431.2-5533
4FGL J1438.0+0219,36.1505,0.0685029,7.4587e-13,54.4184,353.228,3,0.0429875,28.9697,1.88809,0.365085,0.813287,unid,J1437.9+0217
4FGL J1438.0-3128,92.0638,0.0532317,3.06692e-12,26.1922,328.192,7,0.0703585,42.3053,2.51877,0.056561,0.441383,fsrq,J1438.0-3123
4FGL J1438.1-2201,41.593,0.184151,1.9814e-12,34.4964,333.264,4,0.0166672,26.3584,2.66345,0.372355,0.566355,fsrq,J1438.1-2200
4FGL J1438.4+2924,46.6751,0.07509,6.30464e-13,66.3778,44.7899,1,5.09062e-05,8.81317,1.76784,0.665339,0.916208,bll,J1438.4+2924
4FGL J1438.5-4207,35.1118,0.0590753,1.18029e-12,16.468,323.333,12,0.0152345,15.4828,1.92846,0.125492,0.283479,bcu,J1438.5-4207
4FGL J1438.6+1205,39.7408,0.064777,1.20852e-12,60.7403,7.27573,2,0.020009,7.7821,2.09425,0.0259252,0.872413,bll,J1438.5+1205
4FGL J1438.7+4849,832.417,0.0304241,7.01117e-12,59.1916,88.0767,3,1.14617,13.5074,2.49531,0.027397,0.858885,unid,J1439.7+4958
4FGL J1438.9+3710,1691.22,0.0277202,9.67485e-12,65.2325,63.6188,17,0.00549961,431.01,2.45407,0.093449,0.908015,fsrq,J1438.9+3710
4FGL J1439.1+2217,48.9503,0.0524506,1.55563e-12,65.121,27.6314,3,0.0134723,21.672,2.25407,-0.027631,0.907198,unid,J1439.1+2216
4FGL J1439.2-5142,57.0556,0.0834432,3.37271e-12,7.69219,319.432,1,0.043931,7.87372,2.37337,0.0963775,0.133851,unid,J1439.4-5141
4FGL J1439.3+3932,738.794,0.0233121,5.70688e-12,64.4173,68.822,2,0.00406625,32.3679,1.94479,0.0404948,0.901963,bll,J1439.3+3932
4FGL J1439.5-2525,101.461,0.0345905,1.89454e-12,31.3428,331.669,2,0.0194424,9.28983,1.72055,0.119441,0.520157,bll,J1439.6-2525
4FGL J1439.7+4958,832.417,0.0304241,7.01117e-12,59.1916,88.0767,3,0.0122843,51.0084,2.49531,0.027397,0.858885,bll,J1439.7+4958
4FGL J1439.9-3953,134.038,0.0374496,3.67865e-12,18.3597,324.546,7,0.0187269,19.7699,2.11791,-0.0165347,0.314982,bll,J1439.9-3954
4FGL J1440.0-2343,209.953,0.0348922,3.68072e-12,32.7945,332.724,1,0.00211305,24.6624,1.99628,0.0728415,0.541627,bll,J1440.0-2343
4FGL J1440.0-1530,290.4,0.0329449,6.32793e-12,39.8719,337.868,27,0.0123643,112.255,2.22829,0.0192966,0.641073,bll,J1439.9-1531
4FGL J1440.2-5505,37.4633,0.243703,4.53168e-12,4.5714,318.107,1,0.0592278,17.5537,2.1397,0.275124,0.0797013,psr,J1439.8-5504
4FGL J1440.6-3846,634.671,0.0175449,7.90839e-12,19.3278,325.196,4,0.00258476,17.4008,1.62989,0.0503139,0.330972,bll,J1440.6-3846
4FGL J1440.9+0609,406.848,0.0250135,5.63338e-12,56.5867,359.042,5,0.00970174,23.1921,2.03354,0.0402268,0.83472,bll,J1440.9+0609
4FGL J1441.4-1934,141.444,0.0346779,2.06717e-12,36.2169,335.57,3,0.0168121,6.26279,1.68456,0.462345,0.590844,unid,J1441.4-1935
4FGL J1441.6-5951,69.6164,0.0802068,4.96107e-12,0.140174,316.363,1,0.0337461,15.8574,2.28463,0.903714,0.00244649,other,J1441.5-5949
4FGL J1441.6-1522,120.071,0.0541449,4.012e-12,39.7673,338.427,23,0.0196373,32.8106,2.4806,0.0600447,0.639671,fsrq,J1441.7-1523
4FGL J1441.7+1836,87.586,0.0583626,2.3519e-12,63.2652,20.2915,1,0.0366886,20.2492,2.15713,-0.0203337,0.893098,bcu,J1441.8+1838
4FGL J1442.0+4348,185.547,0.0370634,1.96615e-12,62.188,77.0272,3,0.00967463,39.0626,2.0453,0.0982502,0.884484,bll,J1442.1+4348
4FGL J1442.0+0732,36.3954,0.0911083,7.77589e-13,57.2656,1.37525,2,0.043262,10.4521,2.22301,0.498725,0.841187,unid,J1442.2+0734
4FGL J1442.1-2800,95.1707,0.0958309,2.43602e-12,28.7877,330.819,2,0.0191723,10.5464,2.57319,0.560702,0.481566,unid,J1442.1-2801
4FGL J1442.1-3707,52.9274,0.0489078,1.06495e-12,20.6905,326.233,7,0.0225926,15.8731,1.74756,0.362258,0.35332,unid,J1442.0-3707
4FGL J1442.2+0622,199.53,0.0620981,4.93035e-12,56.4687,359.67,9,0.0345362,59.2843,2.605,0.0505452,0.833584,bcu,J1442.2+0620
4FGL J1442.2-6005,228.412,0.0549259,1.86102e-11,-0.136665,316.362,1,0.0267335,21.0285,2.54497,0.211913,-0.00238525,other,J1442.4-6004
4FGL J1442.6-4623,239.78,0.0270887,4.84047e-12,12.2993,322.146,2,0.0124491,24.1042,1.98401,0.0427281,0.213019,bll,J1442.5-4623
4FGL J1442.7+1200,570.127,0.0208626,5.95643e-12,59.848,8.3341,1,0.00533195,26.3418,1.67235,0.075232,0.864696,bll,J1442.7+1201
4FGL J1443.1+5201,96.5044,0.0462569,9.25937e-13,57.4795,90.5429,4,0.0171166,16.7405,1.86438,0.304062,0.843199,bcu,J1443.1+5202
4FGL J1443.1+4728,108.484,0.121264,1.82409e-12,60.1783,83.3794,4,0.0153021,17.9968,2.51949,0.384154,0.867578,other,J1443.1+4727
4FGL J1443.6+2515,39.9003,0.0450498,1.69811e-12,64.8208,35.101,30,0.0135461,31.0421,1.97435,0.0907128,0.904982,bll,J1443.6+2516
4FGL J1443.7-0954,39.3137,0.0775364,9.28557e-13,44.0128,342.855,3,0.178904,10.8787,2.03447,0.523798,0.69482,bcu,J1443.2-1001
4FGL J1443.7-7037,121.88,0.0486315,3.23689e-12,-9.7816,312.027,1,0.0301016,20.0818,2.29798,0.13639,-0.169893,unid,J1443.5-7038
4FGL J1443.9-3908,8610.94,0.0099592,4.80171e-11,18.7143,325.642,8,0.00362331,271.189,1.78583,0.0477383,0.320849,bll,J1443.9-3908
4FGL J1443.9+2501,10772.4,0.0122371,3.88355e-11,64.6943,34.5683,36,0.00174112,2798.96,2.10069,0.0518757,0.90404,fsrq,J1443.9+2501
4FGL J1444.1+7601,25.6045,0.0876495,3.87408e-13,39.1729,114.454,3,0.0228218,19.2355,1.98412,0.368112,0.631662,unid,J1444.5+7602
4FGL J1444.5+1922,87.586,0.0583626,2.3519e-12,63.2652,20.2915,1,0.981008,18.8753,2.15713,-0.0203337,0.893098,unid,J1441.8+1838
4FGL J1444.8+3645,38.6502,0.106513,7.5724e-13,64.143,61.9919,2,0.0728226,6.73096,1,0.378351,0.899885,unid,J1445.1+3647
4FGL J1444.9-5939,297.733,0.0772398,4.25275e-11,0.236125,316.833,4,0.121816,11.3823,2.96825,0.125088,0.00412115,unid,J1444.6-5932
4FGL J1445.0-0326,566.882,0.0203608,7.0732e-12,48.9361,349.246,1,0.0107785,11.9385,1.63533,0.161146,0.753977,bll,J1445.1-0326
4FGL J1445.1-5958,121.628,0.114607,1.4975e-11,-0.0670593,316.767,1,0.129939,11.996,2.82576,0.365293,-0.00117041,unid,J1445.1-5950
4FGL J1445.2-1954,42.7457,0.109964,9.47986e-13,35.4372,336.227,2,0.0840571,23.5544,2.24647,1.00015,0.57981,bcu,J1445.1-1958
4FGL J1445.9-5907,36.4407,0.182318,3.8315e-12,0.548385,317.163,1,2.73279e-05,13.5232,2.74845,0.9316,0.00957098,unid,J1445.9-5907
4FGL J1445.9-1626,122.896,0.0665564,4.65991e-12,38.3098,338.821,14,0.0208073,48.4009,2.55765,-0.041178,0.619913,bll,J1446.0-1626
4FGL J1446.0-3039,92.0638,0.0532317,3.06692e-12,26.1922,328.192,7,1.87221,44.5254,2.51877,0.056561,0.441383,bcu,J1438.0-3123
4FGL J1446.3+3111,315.959,0.0568591,4.32068e-12,64.5965,49.1317,15,0.0658294,183.834,2.5803,0.0437207,0.903309,bcu,J1446.6+3113
4FGL J1446.6-4701,662.84,0.0284824,7.05423e-12,11.4375,322.503,1,0.0168796,10.675,1,0.397287,0.198298,psr,J1446.5-4700
4FGL J1446.7+1719,59.7523,0.166946,2.16235e-12,61.569,18.7449,6,0.0849741,36.9113,2.64557,0.213759,0.879391,fsrq,J1447.0+1717
4FGL J1446.8-1830,51.8145,0.0460149,1.25145e-12,36.468,337.638,3,0.012342,18.3834,1.72554,0.247276,0.594373,bcu,J1446.9-1830
4FGL J1447.0-2657,58.0464,0.0324716,1.18073e-12,29.1928,332.491,4,0.0106447,16.2578,1.77101,0.164354,0.48775,bcu,J1447.0-2657
4FGL J1447.4-5757,691.83,0.0426984,3.61718e-11,1.51847,317.834,1,0.00986237,10.146,2.25444,0.171711,0.0264992,psr,J1447.3-5757
4FGL J1448.0+3608,3373.52,0.0134942,1.55295e-11,63.7147,60.254,7,0.00442194,38.7228,1.74051,0.0799177,0.8966,bll,J1448.0+3608
4FGL J1449.3-4300,48.6003,0.0545194,1.43632e-12,15.6801,325.795,5,1.31146,22.6366,1.74443,0.0622399,0.270266,unid,J1451.8-4146
4FGL J1449.4-6026,41.429,0.126776,1.17849e-11,-0.821825,316.977,2,0.0156826,9.30766,2.73211,0.0459171,-0.0143431,other,J1449.2-6026
4FGL J1449.5+2746,101.888,0.0279554,1.38969e-12,63.8309,41.2585,2,0.0187404,16.6581,1.49544,0.0881054,0.897496,bcu,J1449.6+2746
4FGL J1449.6-2137,159.697,0.0565358,3.96528e-12,33.4627,336.287,9,0.0122762,111.656,2.34505,0.0827431,0.551394,fsrq,J1449.7-2138
4FGL J1449.7-0910,41.3396,0.0661199,1.16817e-12,43.7712,345.342,1,0.0349601,6.14123,1.57421,0.419453,0.69178,other,J1449.6-0909
4FGL J1449.8-5923,42.9894,0.158526,4.711e-12,0.140745,317.582,1,0.0943746,15.316,2.62924,0.458636,0.00245646,unid,J1450.2-5918
4FGL J1450.2-5937,54.5588,0.139991,6.48003e-12,-0.151061,317.43,1,0.0141228,15.0432,2.46671,0.378762,-0.00263652,other,J1450.1-5938
4FGL J1450.4+0910,264.963,0.0473938,3.95597e-12,56.6516,6.00426,9,0.0136185,305.697,2.27951,0.111132,0.835343,fsrq,J1450.5+0910
4FGL J1450.8-1424,122.535,0.0597134,2.07036e-12,39.3579,341.517,1,0.00878518,8.07331,2.24526,0.535618,0.634163,unid,J1450.8-1424
4FGL J1450.8+5201,788.352,0.0242072,6.10138e-12,56.5332,89.1548,8,0.0148101,16.4398,2.17412,0.0847251,0.834206,bll,J1450.9+5201
4FGL J1451.4-5422,98.0772,0.123995,5.04567e-12,4.14684,320.536,1,0.708208,11.7523,2.53898,0.303024,0.0723129,unid,J1456.2-5424
4FGL J1451.4+6355,313.468,0.0252301,3.0086e-12,48.4821,103.534,3,0.0388684,35.6538,1.98595,-0.0345899,0.748749,bll,J1451.4+6352
4FGL J1451.4-5142,28.4963,0.189932,3.73569e-12,6.84392,321.171,1,0.0552235,11.6961,2.90844,0.276159,0.119165,unid,J1451.8-5142
4FGL J1451.5+1415,103.08,0.0631733,2.03291e-12,59.2292,14.3564,1,0.0238441,39.3075,2.34579,0.166456,0.859221,bcu,J1451.5+1417
4FGL J1451.6-3726,65.8221,0.0546702,1.59495e-12,19.5227,327.847,7,0.0332946,22.1137,2.17993,0.215109,0.33418,unid,J1451.5-3728
4FGL J1451.8-3851,37.4911,0.0539574,2.41559e-12,18.2742,327.219,8,0.0034541,11.591,2.4923,-0.063959,0.313565,bcu,J1451.8-3851
4FGL J1452.0-4148,48.6003,0.0545194,1.43632e-12,15.6801,325.795,5,0.0413902,8.88053,1.74443,0.0622399,0.270266,unid,J1451.8-4146
4FGL J1453.0-1318,62.2685,0.0960042,3.15639e-12,39.9354,342.9,6,0.00768392,23.143,2.5378,-0.0483803,0.641923,bcu,J1453.0-1318
4FGL J1453.4-5858,42.0685,0.217909,2.33909e-11,-0.210692,318.235,7,0.492148,17.762,3,-0.0452466,-0.00367726,other,J1456.0-5919
4FGL J1453.5+3505,289.512,0.0408601,3.34286e-12,62.8114,57.5742,8,0.0289472,89.6237,2.40189,0.0898519,0.889507,fsrq,J1453.4+3506
4FGL J1454.0-5319,56.5526,0.138829,5.77802e-12,4.42039,321.128,2,0.926188,12.7045,2.54873,0.0266126,0.0770738,unid,J1458.9-5353
4FGL J1454.0+4927,74.4482,0.04837,1.49912e-12,56.5683,86.5303,7,1.40152,35.9197,1.95459,-0.0119542,0.834543,bcu,J1456.1+5049
4FGL J1454.1+1622,227.053,0.045023,3.2127e-12,59.645,18.5895,4,0.00853556,53.0235,2.21697,0.168806,0.862911,fsrq,J1454.1+1622
4FGL J1454.1+2647,79.7423,0.0495002,2.34246e-12,62.7419,39.3444,3,0.0307583,10.4698,2.4932,-0.0648887,0.888953,bcu,J1454.0+2647
4FGL J1454.3-5551,86.4927,0.288183,1.14621e-11,2.93405,319.56,3,0.078509,15.1384,3,0.376389,0.0511865,unid,J1454.1-5555
4FGL J1454.3-3946,69.7786,0.165855,3.02734e-12,16.9968,327.018,6,0.301477,11.8122,2.69985,0.515166,0.292319,unid,J1454.0-4004
4FGL J1454.4-3744,229.981,0.0460957,5.53908e-12,18.9828,328.237,15,0.0212305,64.0082,2.50228,0.0941134,0.325284,fsrq,J1454.4-3746
4FGL J1454.4+5124,10601.5,0.0112563,3.10751e-11,56.45,87.6669,20,0.00132918,492.608,1.99841,0.0641245,0.833404,bll,J1454.5+5124
4FGL J1454.7+5237,64.2533,0.054175,1.31165e-12,55.702,89.3796,5,0.0288146,9.58794,2.25269,0.0449741,0.826118,bll,J1454.8+5237
4FGL J1454.8-2456,43.8122,0.106521,1.6051e-12,29.995,335.42,5,0.0303278,46.2938,1.18626,0.505493,0.499924,fsrq,J1454.9-2458
4FGL J1455.0+0247,34.6699,0.0636959,5.93156e-13,51.7266,358.891,1,0.0407623,7.25224,1.93993,1.00009,0.785064,bll,J1455.1+0249
4FGL J1455.4-3654,111.63,0.0349652,3.25912e-12,19.6574,328.802,20,0.053255,20.0174,2.26379,0.0204158,0.336394,bcu,J1455.1-3655
4FGL J1455.8-7601,80.1678,0.0436819,1.53699e-12,-14.9647,310.34,2,0.0152768,14.5875,1.84742,0.15957,-0.258224,bll,J1455.5-7601
4FGL J1455.9-3331,47.2846,0.0979983,1.18081e-12,22.5528,330.756,3,0.024372,6.10694,1,0.682848,0.383535,psr,J1455.9-3330
4FGL J1456.0+5051,74.4482,0.04837,1.49912e-12,56.5683,86.5303,7,0.0279326,12.3471,1.95459,-0.0119542,0.834543,bll,J1456.1+5049
4FGL J1456.3-5419,98.0772,0.123995,5.04567e-12,4.14684,320.536,1,0.081036,10.8846,2.53898,0.303024,0.0723129,unid,J1456.2-5424
4FGL J1456.4-7129,106.199,0.0573906,3.17969e-12,-10.9921,312.597,1,0.0118579,13.4058,2.43745,0.140174,-0.190674,unid,J1456.4-7128
