name,ts,r95,eflux100,glat,glon,nbb,delta,variability,pindex,curvature,singlat,category,uwname
4FGL J0000.3-7355,71.9177,0.0473069,9.87337e-13,-42.7358,307.731,1,0.0175685,12.835,2.08396,0.217188,-0.678619,unid,J0000.1-7354
4FGL J0000.5+0743,41.813,0.142617,1.05916e-12,-52.9686,101.711,1,0.0692052,25.569,1,0.389761,-0.798306,unid,J0000.5+0747
4FGL J0000.7+2530,38.2996,0.0568373,8.45641e-13,-36.3468,108.239,2,0.580895,13.1493,1.98903,0.134538,-0.592671,unid,J2359.3+2502
4FGL J0001.2+4741,44.4472,0.0509612,1.29667e-12,-14.3321,114.269,4,0.0187051,28.9156,2.11425,0.0598401,-0.247542,bcu,J0001.3+4741
4FGL J0001.2-0747,702.004,0.0231917,6.96715e-12,-67.3049,89.0307,2,0.0007963,51.7424,2.07595,0.0301663,-0.922571,bll,J0001.2-0747
4FGL J0001.4-0010,36.6456,0.0630379,9.91633e-13,-60.4807,96.9012,9,0.0115507,9.37419,1.99659,0.0804972,-0.87019,bll,J0001.4-0009
4FGL J0001.5+2113,3947.42,0.028636,2.24714e-11,-40.1563,107.673,43,0.0214209,1861.6,2.63434,0.148432,-0.644875,fsrq,J0001.5+2114
4FGL J0001.6+3503,69.9263,0.0774761,1.40456e-12,-26.7241,111.541,1,0.0139734,11.1987,1.06447,0.363395,-0.449694,unid,J0001.6+3502
4FGL J0001.6-4156,310.058,0.0300209,3.22113e-12,-72.0194,334.311,1,0.0276841,25.6095,1.63477,0.128693,-0.951161,bcu,J0001.5-4156
4FGL J0001.8-2153,375.909,0.0255594,4.49928e-12,-76.4999,58.0759,2,1.25316,26.9101,2.02985,-0.0321675,-0.97237,bcu,J2359.1-2047
4FGL J0002.1-6728,244.528,0.0259246,2.2563e-12,-48.9756,310.069,2,0.0162138,10.3706,1.72731,0.150332,-0.754431,bll,J0002.2-6727
4FGL J0002.1+6721,100.1,0.108159,5.09982e-12,4.9023,118.239,7,0.0514505,7.72054,2.63827,0.370062,0.085457,other,J0002.6+6719
4FGL J0002.3-0815,40.261,0.0597534,1.2558e-12,-67.8374,89.0557,1,0.011853,13.4271,2.17418,0.0175118,-0.926117,bcu,J0002.3-0815
4FGL J0002.4-5156,29.9102,0.0909587,6.19682e-13,-63.5262,319.945,1,0.0274658,19.8048,1.62834,0.440765,-0.895138,bcu,J0002.5-5157
4FGL J0002.7+7220,34.8809,0.0812987,1.01225e-12,9.78171,119.201,2,0.0482181,15.7523,2.13829,0.700842,0.169895,other,J0002.7+7217
4FGL J0002.8+6217,1400.08,0.0286839,1.61844e-11,-0.0537843,117.325,2,0.0052265,15.3805,1.04464,0.432996,-0.000938713,psr,J0002.9+6217
4FGL J0003.1-5248,347.679,0.0227944,3.24977e-12,-62.7947,318.957,4,0.0161346,12.5768,1.70382,0.0739373,-0.889374,bcu,J0003.2-5248
4FGL J0003.1-1543,31.7466,0.0862136,5.55286e-13,-74.0243,75.9879,1,1.76883e-05,13.4875,1.64338,0.643799,-0.961378,bcu,J0003.1-1543
4FGL J0003.2+2207,53.9224,0.0886714,8.7982e-13,-39.4281,108.547,2,0.0961703,13.4827,1.94196,0.667187,-0.63511,bll,J0003.6+2206
4FGL J0003.3+2511,118.723,0.0773514,2.36966e-12,-36.4794,109.33,3,0.079692,23.7739,2.34766,0.156343,-0.594534,unid,J0003.2+2506
4FGL J0003.3-1928,252.088,0.0499808,2.21993e-12,-76.5843,65.1248,5,0.0172574,58.5479,2.01853,0.385073,-0.972712,bcu,J0003.3-1928
4FGL J0003.3-5905,42.4089,0.071423,6.47799e-13,-56.9598,314.215,3,0.0144765,11.4754,1.14504,0.257907,-0.838288,bcu,J0003.4-5906
4FGL J0003.5+0717,50.6151,0.0857723,1.74411e-12,-53.6641,102.593,1,0.0096808,12.027,2.41774,0.0760794,-0.805558,bcu,J0003.5+0718
4FGL J0003.6+3059,189.403,0.0536645,1.62286e-12,-30.7894,111.025,1,0.0245211,7.74038,2.06722,1.00011,-0.511884,unid,J0003.7+3058
4FGL J0003.9-1149,174.742,0.0411411,2.36971e-12,-71.0649,84.6207,1,0.0130538,7.86733,2.15052,0.126681,-0.945887,bll,J0003.9-1148
4FGL J0004.0+5715,131.898,0.0487635,4.98381e-12,-5.06665,116.515,1,0.0451643,13.5924,2.53338,0.10981,-0.0883145,unid,J0003.9+5712
4FGL J0004.0+0840,46.79,0.0682363,9.20269e-13,-52.3568,103.493,5,0.0410446,19.4981,1.9648,0.314306,-0.79183,bll,J0003.9+0842
4FGL J0004.3+4614,390.463,0.0486932,6.88376e-12,-15.8509,114.49,5,0.00420644,148.108,2.57859,0.0274168,-0.273135,fsrq,J0004.3+4614
4FGL J0004.4-4737,475.208,0.0373364,4.31262e-12,-67.5484,323.991,10,0.0106904,189.314,2.26614,0.112787,-0.924202,fsrq,J0004.4-4736
4FGL J0004.4-4001,174.74,0.0543029,3.51111e-12,-73.8355,336.98,6,0.0102841,38.8139,2.67223,-0.0985871,-0.960466,unid,J0004.4-4002
4FGL J0005.5+6634,44.5544,0.164596,4.09162e-12,4.11043,118.389,2,1.57273e-05,6.91326,1.66964,0.404984,0.071679,unid,J0005.5+6634
4FGL J0005.6+6746,31.6464,0.109515,1.82993e-12,5.2074,118.63,7,0.0778761,9.13717,2.4672,0.431142,0.0907612,unid,J0006.0+6741
4FGL J0005.9+3824,235.349,0.0759778,4.70964e-12,-23.6475,113.242,8,0.0352633,55.4508,2.67024,0.196261,-0.401109,fsrq,J0006.0+3822
4FGL J0006.3-1813,41.9015,0.0806446,1.46635e-12,-76.3046,71.1426,1,0.0148219,13.5236,2.38872,-0.0405306,-0.971568,unid,J0006.2-1813
4FGL J0006.3-0620,38.3908,0.100253,1.24011e-12,-66.6051,93.5856,2,0.0315741,26.0323,2.24245,0.0512383,-0.91779,bll,J0006.2-0620
4FGL J0006.4+0135,68.3727,0.0698399,1.14791e-12,-59.2923,100.409,3,0.0351324,6.38958,1.99837,0.34615,-0.859784,bll,J0006.2+0135
4FGL J0006.4-5621,66.5715,0.0633619,1.44232e-12,-59.6097,315.287,2,0.0625117,22.0267,2.22072,0.0175881,-0.862599,bll,J0006.2-5625
4FGL J0006.6+4618,52.349,0.0468419,7.43459e-13,-15.8897,114.972,1,0.0539006,11.4831,1.76563,0.72638,-0.273786,unid,J0006.9+4617
4FGL J0007.0+7303,385260,0.00815832,4.3641e-10,10.4625,119.663,9,0.000843353,8.23216,1.34896,0.149785,0.181592,psr,J0007.0+7303
4FGL J0007.4-0322,39.7948,0.0709204,5.96008e-13,-64.0172,97.1207,1,0.0194479,12.3672,1.5508,1.00002,-0.898925,unid,J0007.3-0322
4FGL J0007.5-5247,347.679,0.0227944,3.24977e-12,-62.7947,318.957,4,0.653933,10.77,1.70382,0.0739373,-0.889374,bcu,J0003.2-5248
4FGL J0007.7+4008,282.722,0.031078,3.25357e-12,-21.962,113.939,4,0.0109488,32.1459,1.95621,0.147517,-0.373992,bcu,J0007.7+4008
4FGL J0008.0+4711,3413.56,0.0137787,1.72108e-11,-15.0234,115.322,1,0.0115435,8.62247,1.94726,0.0928843,-0.259214,bll,J0008.0+4712
4FGL J0008.0-3937,58.3338,0.0894367,1.55223e-12,-74.5458,335.774,1,0.0701238,19.7125,2.55819,0.124691,-0.963844,bcu,J0008.1-3941
4FGL J0008.4+6926,95.0947,0.0453027,4.75706e-12,6.8799,119.144,14,0.00717853,13.3215,2.47206,0.0858726,0.119789,unid,J0008.3+6926
4FGL J0008.4-2339,132.696,0.039172,1.91701e-12,-79.7037,50.2412,3,0.0135188,13.5416,1.71786,0.115626,-0.983896,bll,J0008.4-2339
4FGL J0008.4+6837,594.298,0.0275504,1.33039e-11,6.07748,119.013,23,4.95166e-05,599.921,2.50306,0.137389,0.105873,bcu,J0008.4+6837
4FGL J0008.4+1455,377.365,0.0301021,4.17888e-12,-46.6747,107.714,3,0.00741952,51.2329,2.00777,0.11906,-0.72747,bcu,J0008.4+1455
4FGL J0008.9+2509,31.1959,0.206456,1.39327e-12,-36.7369,110.827,1,0.0720526,20.4256,1.89833,0.18617,-0.598141,unid,J0008.6+2507
4FGL J0009.1-5012,102.17,0.182952,2.32575e-12,-65.5925,319.028,1,0.159034,27.3511,2.55227,0.108479,-0.910629,unid,J0010.1-5013
4FGL J0009.1+0628,328.463,0.0275933,5.10381e-12,-54.8704,104.465,3,0.00926736,15.3712,2.19882,0.0194891,-0.817852,bll,J0009.1+0628
4FGL J0009.2+1745,58.2547,0.113833,1.10512e-12,-43.9659,108.996,1,0.0627215,19.2967,2.23841,0.555133,-0.69423,unid,J0009.4+1746
4FGL J0009.3+5030,3839.28,0.0128942,2.03847e-11,-11.8063,116.129,8,0.00542597,234.309,1.933,0.0799735,-0.204604,bll,J0009.4+5030
4FGL J0009.7-1418,61.9186,0.0543728,1.47042e-12,-73.7911,83.485,1,0.135593,14.3953,2.22176,0.0615624,-0.96025,unid,J0009.2-1414
4FGL J0009.7-3217,137.701,0.0450905,2.474e-12,-79.5744,0.740396,2,0.0192942,26.5215,2.26959,0.00901539,-0.983491,bcu,J0009.6-3217
4FGL J0009.8-4317,212.198,0.0380759,2.87127e-12,-71.7939,327.843,1,0.034871,17.1609,2.15459,-0.00847677,-0.949939,bll,J0009.7-4315
4FGL J0009.8+1340,34.6559,0.0639426,6.16344e-13,-47.975,107.776,2,0.0161584,17.6513,1.94127,0.48316,-0.742853,bcu,J0009.9+1340
4FGL J0009.8-6358,328.88,0.0593562,3.1809e-12,-49.9697,311.587,3,2.68508,14.8861,2.37184,0.367091,-0.765705,bcu,J2355.8-6612
4FGL J0009.9+2810,61.4808,0.0808411,2.35188e-12,-33.826,111.973,3,0.0394158,14.0992,2.66782,-0.0904968,-0.556673,unid,J0010.1+2809
4FGL J0010.1+1631,67.2231,0.281738,2.35705e-12,-44.5946,109.768,2,0.919926,13.9623,2.58363,0.814316,-0.702086,unid,J0012.3+1716
4FGL J0010.2-2431,26.8715,0.113622,8.61436e-13,-80.3964,46.0799,2,0.0471929,13.7846,2.21776,0.0689998,-0.985986,unid,J0010.2-2434
4FGL J0010.6+2043,63.1228,0.0816372,2.36941e-12,-41.0878,110.222,12,0.0405587,41.1201,2.49454,-0.0336193,-0.657215,fsrq,J0010.5+2046
4FGL J0010.6-3025,609.691,0.0395218,5.04765e-12,-80.4445,10.1726,12,0.0406952,175.4,2.32578,0.231766,-0.986125,fsrq,J0010.5-3027
4FGL J0010.8-2154,62.601,0.0659872,1.50854e-12,-79.4087,60.1986,1,0.0172594,12.8402,2.25699,0.0184787,-0.982963,bcu,J0010.8-2155
4FGL J0011.4-4110,687.971,0.0254557,5.33653e-12,-74.9201,332.333,2,1.27345,11.5676,2.08325,0.0545074,-0.965564,bcu,J0013.0-3956
4FGL J0011.4+0057,846.326,0.0322867,8.32151e-12,-60.3034,102.449,30,0.0208782,346.113,2.3107,0.0674927,-0.868661,fsrq,J0011.5+0058
4FGL J0011.5+4822,43.3445,0.233268,1.46461e-12,-13.9607,116.118,1,5.52329e-05,11.9854,2.6927,0.82236,-0.241257,unid,J0011.5+4822
4FGL J0011.8-3142,63.5496,0.0579115,1.285e-12,-80.2106,2.53888,2,0.0248787,22.1459,1.91839,0.0165588,-0.985439,bcu,J0011.7-3143
4FGL J0012.0+7043,139.551,0.0342079,3.54096e-12,8.13451,119.647,6,0.026841,38.1226,2.23433,0.129838,0.141498,bcu,J0011.8+7045
4FGL J0013.0+3355,137.161,0.0399912,2.28651e-12,-28.2786,113.896,7,0.00155852,106.574,2.18577,0.0923664,-0.47376,fsrq,J0013.0+3355
4FGL J0013.1-3955,687.971,0.0254557,5.33653e-12,-74.9201,332.333,2,0.0161315,32.8015,2.08325,0.0545074,-0.965564,bll,J0013.0-3956
4FGL J0013.4+0950,94.2222,0.0369781,2.95193e-12,-51.9148,107.645,1,0.0124447,20.0644,2.18613,-0.100025,-0.787094,bcu,J0013.4+0949
4FGL J0013.6+4051,68.9934,0.0544274,2.3553e-12,-21.4599,115.246,1,0.0139754,15.373,2.50632,-0.0712167,-0.365851,other,J0013.5+4050
4FGL J0013.6-0424,77.0063,0.0568556,2.00672e-12,-65.5484,99.8457,9,0.0769128,42.1501,2.20141,0.0264093,-0.910311,fsrq,J0013.9-0422
4FGL J0013.9-1854,228.468,0.029629,2.90239e-12,-78.0871,74.6032,1,0.00578338,8.59061,1.80342,0.0419172,-0.978462,bll,J0013.9-1854
4FGL J0014.1+1910,99.0688,0.0704283,1.94435e-12,-42.8383,110.881,6,0.013058,40.6639,2.29652,0.170427,-0.679931,bll,J0014.1+1909
4FGL J0014.1-5022,160.433,0.0463495,2.63789e-12,-65.6928,317.388,3,0.0266293,14.4343,2.07626,-0.0116987,-0.911351,bll,J0014.3-5022
4FGL J0014.2+0854,64.7976,0.0498399,2.93263e-12,-52.8751,107.628,3,0.0239257,16.2989,2.57907,-0.0561183,-0.797322,bll,J0014.3+0853
4FGL J0014.3-0500,264.223,0.0389131,4.22743e-12,-66.1643,99.5011,7,0.0184242,27.6072,2.35242,0.0691984,-0.914708,bcu,J0014.3-0459
4FGL J0014.7+5801,132.782,0.0319101,2.45236e-12,-4.489,118.085,3,0.0133672,15.1401,1.73454,0.155639,-0.0782676,bll,J0014.8+5802
4FGL J0014.8+6118,307.2,0.0293248,5.51446e-12,-1.25523,118.549,1,0.00856353,12.1587,1.99763,0.183138,-0.0219062,bcu,J0014.8+6118
4FGL J0014.9+3212,319.209,0.0572321,4.6335e-12,-30.0122,114.074,4,0.0560985,46.274,2.46743,0.202927,-0.500184,bcu,J0015.1+3214
4FGL J0015.2+3537,60.2711,0.0374381,1.04489e-12,-26.6887,114.715,4,0.0116371,15.013,1.78619,0.046913,-0.449143,bll,J0015.2+3536
4FGL J0015.6+5551,293.328,0.0204637,5.2272e-12,-6.65612,117.895,1,0.0073065,13.3841,1.97113,-0.0426264,-0.11591,bll,J0015.6+5551
4FGL J0015.9+2440,157.036,0.0420775,2.66391e-12,-37.4953,112.739,4,0.0207402,16.8197,2.18405,0.0487591,-0.608696,bll,J0015.8+2440
4FGL J0016.2-0016,387.123,0.0658166,5.31255e-12,-61.8652,104.007,17,0.0127134,140.62,2.58899,0.332153,-0.88184,fsrq,J0016.2-0017
4FGL J0016.5+1702,67.2231,0.281738,2.35705e-12,-44.5946,109.768,2,1.03859,22.9538,2.58363,0.814316,-0.702086,fsrq,J0012.3+1716
4FGL J0017.0-0649,428.25,0.0343341,5.94423e-12,-68.1562,99.4603,7,0.0335649,39.6003,2.366,-0.00594481,-0.928202,bcu,J0017.1-0651
4FGL J0017.1-4605,71.881,0.154622,2.2315e-12,-69.8261,320.436,3,0.0423439,13.6056,2.93998,0.0220189,-0.93865,unid,J0017.0-4606
4FGL J0017.4+6506,29.7106,0.0765872,1.40973e-12,2.47896,119.34,2,0.0272728,18.2908,2.06966,0.2183,0.0432525,unid,J0017.2+6506
4FGL J0017.5-0514,1213.72,0.0354531,1.15991e-11,-66.6328,101.239,30,0.0368988,336.545,2.59251,0.055374,-0.917982,fsrq,J0017.5-0511
4FGL J0017.8+1455,166.705,0.0642267,3.9068e-12,-47.2206,110.911,1,0.0643081,16.2632,2.50663,-0.0390119,-0.733974,bll,J0017.7+1451
4FGL J0018.4+2946,251.628,0.0297231,3.11172e-12,-32.544,114.459,4,0.0155177,13.7139,1.65344,0.124094,-0.537948,bll,J0018.5+2947
4FGL J0018.8+5112,35.0812,0.197235,1.80699e-12,-11.3491,117.758,1,0.0228755,8.68091,2.49142,0.0908424,-0.196787,unid,J0018.9+5111
4FGL J0018.8+2611,97.068,0.0991808,2.06426e-12,-36.2319,114.043,6,0.177765,90.9429,2.57457,0.472503,-0.591055,fsrq,J0019.5+2605
4FGL J0019.2-5640,215.205,0.0425268,2.66467e-12,-59.887,311.776,9,0.0130407,108.181,2.23288,0.0350323,-0.865038,bcu,J0019.1-5641
4FGL J0019.3-8152,568.739,0.0230721,6.3825e-12,-35.1657,304.32,3,0.00558454,26.6994,2.02499,0.0309446,-0.575943,bll,J0019.2-8152
4FGL J0019.6+7327,316.568,0.0349205,8.16097e-12,10.7335,120.638,19,0.00878693,494.149,2.51352,0.156422,0.186242,fsrq,J0019.6+7327
4FGL J0019.6+2022,232.993,0.040338,3.74734e-12,-41.906,112.879,7,0.0343758,24.5449,2.18826,0.0238543,-0.667911,bll,J0019.5+2020
4FGL J0020.3+6919,91.1959,0.126089,1.17283e-11,6.44984,120.36,10,0.251803,7.70061,3,-0.0700002,0.112333,bcu,J0022.6+6910
4FGL J0021.0+0322,65.8444,0.0492177,1.42395e-12,-58.6223,108.225,5,0.00655361,24.258,1.92068,0.0681153,-0.853753,bll,J0020.9+0322
4FGL J0021.5-2221,38.2123,0.158062,1.40384e-12,-81.7056,66.4074,4,3.26345e-05,20.0743,2.40137,0.0911876,-0.98954,bcu,J0021.5-2221
4FGL J0021.5-2552,833.378,0.0215746,5.84435e-12,-83.1947,41.9828,9,0.00838117,48.7881,2.0767,0.0893823,-0.992954,bll,J0021.5-2551
4FGL J0021.6-0855,67.4083,0.0582327,1.52162e-12,-70.5338,100.41,1,0.0590387,20.3561,2.10087,0.0595204,-0.942838,bll,J0021.7-0858
4FGL J0021.7+4533,35.5744,0.0816546,6.47907e-13,-16.996,117.505,3,4.83352e-05,18.9375,1,0.580705,-0.292305,unid,J0021.7+4533
4FGL J0021.9-5140,638.844,0.0251713,5.0514e-12,-64.8442,313.686,5,0.0110147,39.2904,1.88586,0.0557089,-0.905155,bll,J0022.0-5139
4FGL J0022.0+0006,102.626,0.0355067,1.94493e-12,-61.8616,107.215,2,0.0051228,14.6359,1.73267,-0.0708672,-0.881811,bll,J0022.0+0006
4FGL J0022.0-5921,48.3514,0.0490126,8.22131e-13,-57.4132,310.075,2,0.115183,19.9211,1.89448,0.13092,-0.842577,unid,J0021.2-5917
4FGL J0022.1-1854,1005.23,0.0187618,7.03373e-12,-79.3807,82.0504,1,0.00869585,26.8969,1.80582,0.130945,-0.982873,bll,J0022.1-1854
4FGL J0022.5+0608,3825.5,0.0157982,2.11907e-11,-56.0138,109.998,11,0.00843758,239.235,2.07698,0.0613745,-0.829172,bll,J0022.5+0607
4FGL J0023.2+8412,31.0587,0.116604,5.43271e-13,21.4526,122.183,2,0.0719979,13.4619,2.12709,0.880697,0.365732,unid,J0023.3+8417
4FGL J0023.4+0920,864.019,0.0303069,6.29194e-12,-52.8698,111.384,1,0.0343787,10.7088,1,0.383146,-0.797266,psr,J0023.2+0922
4FGL J0023.6-4209,35.4223,0.125351,1.48635e-12,-73.9452,321.82,12,0.0143441,27.9321,2.43547,-0.091861,-0.960998,unid,J0023.6-4209
4FGL J0023.7-6820,235.31,0.0823597,3.59692e-12,-48.5844,306.726,8,0.042208,53.3517,2.65819,0.238508,-0.749931,fsrq,J0024.1-6820
4FGL J0023.7+4457,882.859,0.031396,8.83567e-12,-17.6432,117.761,8,0.0411044,101.658,2.42753,0.0791936,-0.303088,fsrq,J0023.5+4456
4FGL J0023.9+1603,103.431,0.0546867,1.96163e-12,-46.3217,113.324,1,0.0301026,17.2455,2.06237,0.115589,-0.723228,bll,J0023.8+1602
4FGL J0024.0-7204,12704.4,0.0126256,2.72083e-11,-44.8932,305.908,1,0.00459634,9.7536,1.90616,0.33049,-0.705788,other,J0023.9-7204
4FGL J0024.1+2402,90.0754,0.0455967,1.3184e-12,-38.4109,114.967,4,0.006783,27.3991,1.82946,0.173607,-0.621297,unid,J0024.1+2402
4FGL J0024.1+7909,49.5809,0.0386437,8.11639e-13,16.3447,121.596,2,0.0115078,18.4617,1.85824,0.244325,0.281415,unid,J0024.1+7908
4FGL J0024.4+4647,38.4431,0.172486,2.2011e-12,-15.9499,118.155,1,0.126513,34.1493,2.83136,0.0115446,-0.274797,bcu,J0024.6+4640
4FGL J0024.5-0810,32.5234,0.174108,1.3175e-12,-70.0094,103.162,6,0.0147625,60.3506,1.84779,0.208918,-0.939749,bcu,J0024.6-0810
4FGL J0024.7+0349,56.5925,0.0891481,2.36772e-12,-58.4048,110.261,9,0.0511779,108.194,2.6373,-0.0241136,-0.851771,fsrq,J0024.9+0348
4FGL J0025.0-2320,32.7871,0.12844,1.13256e-12,-82.956,63.6602,4,0.0383207,18.0306,2.38262,0.0536247,-0.992452,unid,J0025.0-2322
4FGL J0025.2-2231,32.7871,0.12844,1.13256e-12,-82.956,63.6602,4,0.844632,9.71619,2.38262,0.0536247,-0.992452,fsrq,J0025.0-2322
4FGL J0025.3+6408,255.135,0.0410657,9.26633e-12,1.43557,120.091,1,0.0138866,6.86252,2.20381,0.0116156,0.0250528,other,J0025.3+6409
4FGL J0025.4-4838,175.486,0.0610425,3.75596e-12,-67.913,314.359,3,0.0128758,24.8965,2.96981,-0.100045,-0.926614,unid,J0025.5-4838
4FGL J0025.5-5936,271.029,0.0796351,4.04929e-12,-57.3253,309.549,4,0.321776,23.7101,2.64324,0.0866844,-0.841749,unid,J0023.3-5926
4FGL J0025.7-4801,182.109,0.0497437,1.58231e-12,-68.5147,314.722,5,0.00193536,100.152,1.95423,0.437816,-0.930512,bcu,J0025.7-4801
4FGL J0026.1-0732,93.4915,0.038539,1.76935e-12,-69.5175,104.794,2,0.0111826,12.6891,1.82166,0.025315,-0.936779,unid,J0026.2-0732
4FGL J0026.2+3926,128.681,0.0549171,2.22017e-12,-23.7148,119.256,2,1.57326,13.5148,2.19668,0.145431,-0.402185,unid,J0034.1+3901
4FGL J0026.6-4600,189.734,0.0336424,2.63412e-12,-70.4805,315.902,1,0.00606922,22.2666,2.03743,-0.0234819,-0.942528,bll,J0026.6-4601
4FGL J0027.0-1134,30.5438,0.056128,7.16505e-13,-73.4219,101.514,3,4.97393e-05,14.8512,1.70476,0.0775787,-0.958432,unid,J0027.0-1134
4FGL J0028.1+7505,181.605,0.0345967,3.73946e-12,12.2886,121.412,1,0.00947233,10.0372,2.2727,0.119761,0.212835,bcu,J0028.3+7505
4FGL J0028.5+2001,10691.8,0.013487,3.79305e-11,-42.536,115.621,38,0.00876853,7178.11,2.13033,0.106957,-0.676053,fsrq,J0028.5+2000
4FGL J0028.8-0112,41.2163,0.0665285,1.89179e-12,-63.5218,110.218,14,0.0108742,18.7835,2.56348,-0.090984,-0.895104,bll,J0028.9-0112
4FGL J0028.9+3553,121.307,0.0464314,2.53671e-12,-26.7885,117.84,2,0.0350572,17.8733,2.13024,0.0234979,-0.450699,bll,J0028.9+3551
4FGL J0029.0-7044,334.565,0.0362594,3.18174e-12,-46.2589,305.613,3,0.0126708,63.6304,2.10989,0.155707,-0.722471,bll,J0028.9-7045
4FGL J0029.4+2051,103.037,0.0318251,1.4227e-12,-41.7055,116.059,11,0.00916321,21.7679,1.65801,0.333613,-0.665302,bcu,J0029.4+2052
4FGL J0030.2+0001,36.8042,0.0553004,1.28574e-12,-62.3639,111.43,2,4.33744e-05,19.2845,2.29589,-0.034851,-0.885911,bll,J0030.2+0001
4FGL J0030.2-5149,638.844,0.0251713,5.0514e-12,-64.8442,313.686,5,1.27598,16.9433,1.88586,0.0557089,-0.905155,unid,J0022.0-5139
4FGL J0030.2-1647,193.361,0.037622,2.50606e-12,-78.5791,96.5113,2,0.0159965,41.8248,1.71987,0.109068,-0.980199,bll,J0030.3-1648
4FGL J0030.3-4224,3310.9,0.0208223,1.56169e-11,-74.1222,317.292,33,0.00705374,545.14,2.38614,0.0785775,-0.961848,fsrq,J0030.3-4224
4FGL J0030.4+0451,26115.7,0.0115887,5.46848e-11,-57.612,113.131,2,0.00188089,13.3607,1,0.350541,-0.84444,psr,J0030.4+0451
4FGL J0030.6-0212,3600.31,0.0209876,2.01036e-11,-64.5724,110.734,41,0.00799863,883.5,2.38563,0.0679481,-0.903129,fsrq,J0030.6-0211
4FGL J0030.6+0539,35.7622,0.0768954,5.58557e-13,-56.5397,113.336,1,0.293973,9.2264,1.56715,1.00002,-0.834268,unid,J0030.2+0556
4FGL J0030.9-3618,65.8416,0.0449036,1.38845e-12,-79.8912,327.112,1,0.054771,22.9271,2.03643,-0.0126794,-0.984476,unid,J0030.9-3615
4FGL J0031.0-2327,102.428,0.0692126,1.10614e-12,-84.1329,70.325,2,0.0272536,6.94153,2.02499,0.569542,-0.994762,unid,J0031.1-2328
4FGL J0031.3+0726,64.4524,0.0515531,1.16292e-12,-55.1006,114.22,2,0.0200626,16.4077,1.76293,0.196409,-0.820158,bll,J0031.3+0725
4FGL J0031.5-4025,37.9941,0.174534,1.1376e-12,-76.0108,318.873,8,0.0760927,8.7844,2.47806,0.218394,-0.970341,unid,J0031.4-4029
4FGL J0031.5-5648,68.8511,0.0713963,1.18772e-12,-60.0979,308.401,2,0.0156091,17.8752,1.79357,0.123902,-0.866878,unid,J0031.5-5649
4FGL J0032.3-5522,248.711,0.0393344,2.17923e-12,-61.5578,308.662,13,0.0141403,321.938,2.16251,0.263569,-0.879298,bcu,J0032.2-5521
4FGL J0032.3-5539,41.5636,0.0456726,6.73194e-13,-61.2582,308.537,11,0.00808806,11.8753,1.57807,-0.0075007,-0.876796,unid,J0032.3-5539
4FGL J0032.4-2849,47.2321,0.171062,1.28652e-12,-85.5387,10.1159,1,0.0673134,27.0408,2.40444,0.177457,-0.99697,bll,J0032.6-2846
4FGL J0032.5-4724,41.2168,0.0627405,7.72647e-13,-69.3445,312.029,5,0.0464753,14.5665,1.59253,0.119191,-0.935718,bcu,J0032.5-4726
4FGL J0033.3-2040,48.2808,0.0445694,9.32467e-13,-82.3424,89.2518,3,0.0234952,9.55968,1.63604,0.0543105,-0.991082,bll,J0033.3-2041
4FGL J0033.5-1921,5706.64,0.0120713,2.76568e-11,-81.2164,94.1472,8,0.00595584,101.912,1.70274,0.0585516,-0.988272,bll,J0033.5-1921
4FGL J0033.9+3858,128.681,0.0549171,2.22017e-12,-23.7148,119.256,2,0.0697052,33.0186,2.19668,0.145431,-0.402185,bcu,J0034.1+3901
4FGL J0034.0-4116,301.225,0.0517012,4.8374e-12,-75.4043,316.05,20,0.0154448,141.858,2.64791,-0.00395482,-0.967728,bcu,J0033.9-4116
4FGL J0034.3-0534,4149.07,0.018542,1.76633e-11,-68.0715,111.491,3,0.00510487,9.41061,1.40584,0.194032,-0.927651,psr,J0034.3-0534
4FGL J0034.6+6438,114.045,0.0640296,5.73558e-12,1.83816,121.124,1,0.0158003,16.9067,2.42164,0.141289,0.0320764,unid,J0034.5+6439
4FGL J0035.0-5728,71.0985,0.101868,1.67999e-12,-59.539,307.346,4,0.0370508,15.0206,2.5389,0.11773,-0.861975,bcu,J0034.8-5726
4FGL J0035.2+1514,1318.53,0.0173457,1.04866e-11,-47.4424,117.167,1,0.0120191,38.9702,1.74749,0.0950837,-0.736598,bll,J0035.2+1514
4FGL J0035.2-1739,35.3408,0.0503506,7.29368e-13,-79.8019,100.64,3,0.025285,8.99065,1.78471,0.0935803,-0.984202,unid,J0035.2-1738
4FGL J0035.8-0837,89.988,0.0559213,1.26924e-12,-71.1206,110.852,2,0.0290076,45.6428,2.01917,0.306098,-0.946202,bll,J0035.7-0837
4FGL J0035.8+6131,43.6865,0.0907953,3.87344e-12,-1.29545,121.064,6,0.0135898,34.6451,2.61695,0.0905248,-0.0226079,bcu,J0035.7+6131
4FGL J0035.9+5950,4659.35,0.0110594,3.35858e-11,-2.98206,120.984,7,0.00297775,325.576,1.73766,0.033069,-0.0520233,bll,J0035.9+5949
4FGL J0036.8+1431,1318.53,0.0173457,1.04866e-11,-47.4424,117.167,1,0.813357,6.70318,1.74749,0.0950837,-0.736598,bcu,J0035.2+1514
4FGL J0036.9+1832,109.332,0.0622362,2.83905e-12,-44.162,118.137,9,0.0322874,115.233,2.4102,0.052777,-0.696689,bcu,J0036.9+1834
